date,close
2023-12-13,3929.0457924213238
2023-12-14,4008.7109341827045
2023-12-15,4027.382050934521
2023-12-18,3970.429326071939
2023-12-19,4012.187362600277
2023-12-20,4110.128613832654
2023-12-21,4158.7566129134875
2023-12-22,4087.9469030235496
2023-12-25,4065.7853726395174
2023-12-26,4124.8395084611975
2023-12-27,4092.097424749127
2023-12-28,4112.9677885096635
2023-12-29,4149.480493206248
2024-01-01,4106.321034980118
2024-01-02,4103.775116304504
2024-01-03,3955.905615820597
2024-01-04,3910.435906579473
2024-01-05,3899.466547546144
2024-01-08,3844.8938358735313
2024-01-09,3916.9392994579707
2024-01-10,3854.144415233823
2024-01-11,3835.1715526642847
2024-01-12,3841.0715914574953
2024-01-15,3904.573868778682
2024-01-16,3841.7280111827467
2024-01-17,3892.945493731419
2024-01-18,3893.6104418975306
2024-01-19,3850.728538770969
2024-01-22,3871.170375906155
2024-01-23,3880.1304365154165
2024-01-24,3854.0236750842005
2024-01-25,3857.286496605469
2024-01-26,3840.6809150346985
2024-01-29,3845.8382904418395
2024-01-30,3875.0331521574126
2024-01-31,3945.5671979330336
2024-02-01,3890.789034895161
2024-02-02,3986.2584565165093
2024-02-05,3899.207110918736
2024-02-06,3892.7151971620806
2024-02-07,3918.9844849033884
2024-02-08,3931.706165475113
2024-02-09,3904.25695000576
2024-02-12,3895.2675239364708
2024-02-13,3873.765446735415
2024-02-14,3848.1750054811105
2024-02-15,3885.6386365996773
2024-02-16,3901.6139175248177
2024-02-19,3871.291600052843
2024-02-20,3911.196994446882
2024-02-21,3925.064070450774
2024-02-22,3961.625523446205
2024-02-23,3990.22854482666
2024-02-26,3953.112924528265
2024-02-27,3928.29801358682
2024-02-28,3961.9428814123935
2024-02-29,3989.6768663458547
2024-03-01,3988.9498543052673
2024-03-04,3994.4788942889277
2024-03-05,4052.9915035522777
2024-03-06,4026.1163407967706
2024-03-07,4051.391844030924
2024-03-08,4042.3354231814956
2024-03-11,4032.5909663491243
2024-03-12,4083.370741168368
2024-03-13,4121.99353044516
2024-03-14,4160.419901663506
2024-03-15,4222.694820363434
2024-03-18,4223.931926327449
2024-03-19,4256.953706521655
2024-03-20,4242.235961630996
2024-03-21,4258.091020220679
2024-03-22,4252.0449031594435
2024-03-25,4256.957118714704
2024-03-26,4286.016822025004
2024-03-27,4246.66867054063
2024-03-28,4348.865632129497
2024-03-29,4299.774734026891
2024-04-01,4241.215026394271
2024-04-02,4297.512194736416
2024-04-03,4336.50042435245
2024-04-04,4367.537217414285
2024-04-05,4399.006916781858
2024-04-08,4398.636960696082
2024-04-09,4354.350955661725
2024-04-10,4358.333980219427
2024-04-11,4325.234417658498
2024-04-12,4373.562611656014
2024-04-15,4366.514998872106
2024-04-16,4326.07087706498
2024-04-17,4310.570665613892
2024-04-18,4331.038124328483
2024-04-19,4303.677936392933
2024-04-22,4263.974259335872
2024-04-23,4276.006722306107
2024-04-24,4288.135345257471
2024-04-25,4263.790500900257
2024-04-26,4241.310251784254
2024-04-29,4252.7175581033125
2024-04-30,4183.688329210785
2024-05-01,4117.675708195338
2024-05-02,4084.4914390371896
2024-05-03,4074.840987799254
2024-05-06,4089.4555623847405
2024-05-07,4158.671098732155
2024-05-08,4199.541210589389
2024-05-09,4192.161672497989
2024-05-10,4191.487368794518
2024-05-13,4144.336896115338
2024-05-14,4143.693921767241
2024-05-15,4130.379627526494
2024-05-16,4145.748572025219
2024-05-17,4107.2685177439425
2024-05-20,4131.753161440773
2024-05-21,4204.419352054443
2024-05-22,4199.467520864317
2024-05-23,4218.87068139762
2024-05-24,4252.247813438345
2024-05-27,4233.178332590119
2024-05-28,4244.180801791185
2024-05-29,4245.019306860352
2024-05-30,4249.956181519904
2024-05-31,4213.0983514964355
2024-06-03,4214.500203105294
2024-06-04,4238.5979415801585
2024-06-05,4309.1545474004515
2024-06-06,4356.520092925166
2024-06-07,4464.43716244884
2024-06-10,4426.003397839139
2024-06-11,4470.24384023446
2024-06-12,4479.792025042925
2024-06-13,4592.669363109877
2024-06-14,4551.017964782641
2024-06-17,4508.137728192088
2024-06-18,4477.847381741376
2024-06-19,4371.536214644352
2024-06-20,4345.790798783925
2024-06-21,4308.779781939008
2024-06-24,4316.370201564081
2024-06-25,4333.366524949414
2024-06-26,4426.7835878449805
2024-06-27,4474.993159878925
2024-06-28,4446.059118784116
2024-07-01,4401.237756222299
2024-07-02,4426.098121016847
2024-07-03,4360.571536263097
2024-07-04,4452.317234014027
2024-07-05,4512.507759465867
2024-07-08,4488.810987760861
2024-07-09,4402.697826822862
2024-07-10,4471.0519975608195
2024-07-11,4465.493476542701
2024-07-12,4528.858898102783
2024-07-15,4447.96042877438
2024-07-16,4418.075298675956
2024-07-17,4418.579959486264
2024-07-18,4421.176513083149
2024-07-19,4398.912447030946
2024-07-22,4430.332136124737
2024-07-23,4377.262984398823
2024-07-24,4370.441221158726
2024-07-25,4376.646343489389
2024-07-26,4402.4918320844
2024-07-29,4438.402091081855
2024-07-30,4382.401849301077
2024-07-31,4307.064078819587
2024-08-01,4370.156142845133
2024-08-02,4386.894562048857
2024-08-05,4350.05857287596
2024-08-06,4427.488450608467
2024-08-07,4433.54225697961
2024-08-08,4493.471682200821
2024-08-09,4497.159411954738
2024-08-12,4603.732569784643
2024-08-13,4696.539020682478
2024-08-14,4683.555916735407
2024-08-15,4735.697266012122
2024-08-16,4770.7408675832985
2024-08-19,4845.619960875049
2024-08-20,4793.15450085119
2024-08-21,4830.850835674217
2024-08-22,4889.444882646329
2024-08-23,4793.166734807575
2024-08-26,4729.545826950693
2024-08-27,4621.693612283451
2024-08-28,4607.849195571307
2024-08-29,4645.746744969789
2024-08-30,4725.824353952983
2024-09-02,4730.055470989817
2024-09-03,4818.479665997565
2024-09-04,4743.92256390754
2024-09-05,4653.429893172165
2024-09-06,4650.754522480391
2024-09-09,4671.308027901117
2024-09-10,4669.832306659593
2024-09-11,4561.88234993613
2024-09-12,4557.52434832232
2024-09-13,4490.854691597383
2024-09-16,4525.33303337726
2024-09-17,4544.4320952017915
2024-09-18,4496.504400996392
2024-09-19,4470.625599056727
2024-09-20,4417.49486754752
2024-09-23,4414.5981519881
2024-09-24,4462.913790326279
2024-09-25,4413.550855235408
2024-09-26,4439.09115308143
2024-09-27,4412.722588202005
2024-09-30,4373.4680344945045
2024-10-01,4368.402783979301
2024-10-02,4317.660324453438
2024-10-03,4290.874819788592
2024-10-04,4233.219167646383
2024-10-07,4328.821729343899
2024-10-08,4330.790115369279
2024-10-09,4296.8002614959905
2024-10-10,4307.474142491495
2024-10-11,4302.226881391499
2024-10-14,4291.695902953812
2024-10-15,4321.924235187049
2024-10-16,4359.445279845085
2024-10-17,4333.537851490035
2024-10-18,4305.571410719035
2024-10-21,4292.399195977491
2024-10-22,4182.0403901934
2024-10-23,4111.029029162083
2024-10-24,4175.47042456951
2024-10-25,4254.315889410059
2024-10-28,4242.551807889972
2024-10-29,4270.612386754545
2024-10-30,4285.945752148376
2024-10-31,4438.4589317630025
2024-11-01,4495.409553511033
2024-11-04,4489.139744092269
2024-11-05,4441.006506411934
2024-11-06,4361.0829702339115
2024-11-07,4371.395248003087
2024-11-08,4334.30288928351
2024-11-11,4265.198443096602
2024-11-12,4234.274583572746
2024-11-13,4182.893294981619
2024-11-14,4263.9174750755155
2024-11-15,4306.992866826917
2024-11-18,4306.83937113401
2024-11-19,4379.962057325333
2024-11-20,4384.04624288456
2024-11-21,4341.677589222974
2024-11-22,4417.554137187046
2024-11-25,4444.874380560405
2024-11-26,4393.1438236975955
2024-11-27,4383.912663967699
2024-11-28,4340.8397147614705
2024-11-29,4273.542458262386
2024-12-02,4318.895624005881
2024-12-03,4413.664242796409
2024-12-04,4344.461149234698
2024-12-05,4372.522036844345
